"","bibcode","year","month","months","id","zero_month","min_year","npap","diff"
"1943","A&A",2007,2,24086,1007,FALSE,2004,2,29
"1944","A&A",2008,6,24102,1007,FALSE,2004,3,16
"1945","A&A",2010,2,24122,1007,FALSE,2004,4,20
"1946","A&A",2010,7,24127,1007,FALSE,2004,5,5
"1947","APJ",2011,8,24140,1007,FALSE,2004,6,13
"1948","A&A",2013,8,24164,1007,FALSE,2004,7,24
"1949","APJ",2014,11,24179,1007,FALSE,2004,8,15
"1950","APJ",1994,3,23931,1017,FALSE,1992,2,22
"1951","APJ",1994,9,23937,1017,FALSE,1992,3,6
"1952","APJ",1995,3,23943,1017,FALSE,1992,4,6
"1953","A&A",1995,5,23945,1017,FALSE,1992,5,2
"1954","APJ",1995,6,23946,1017,FALSE,1992,6,1
"1955","APJ",1995,8,23948,1017,FALSE,1992,7,2
"1956","AJ",1995,11,23951,1017,FALSE,1992,8,3
"1957","APJ",1996,8,23960,1017,FALSE,1992,9,9
"1958","APJ",1996,11,23963,1017,FALSE,1992,10,3
"1959","A&A",1997,1,23965,1017,FALSE,1992,11,2
"1960","APJ",1997,3,23967,1017,FALSE,1992,12,2
"1961","APJ",1997,4,23968,1017,FALSE,1992,13,1
"1962","AJ",1997,6,23970,1017,FALSE,1992,14,2
"1963","APJ",1997,7,23971,1017,FALSE,1992,15,1
"1964","MNRAS",1997,9,23973,1017,FALSE,1992,16,2
"1965","MNRAS",2011,6,24138,1020,FALSE,2010,2,6
"1966","MNRAS",2012,3,24147,1020,FALSE,2010,3,9
"1967","A&A",2012,12,24156,1020,FALSE,2010,4,9
"1968","MNRAS",2013,6,24162,1020,FALSE,2010,5,6
"1969","MNRAS",2013,8,24164,1020,FALSE,2010,6,2
"1970","MNRAS",2014,2,24170,1020,FALSE,2010,7,6
"1971","MNRAS",2014,7,24175,1020,FALSE,2010,8,5
"1972","ICAR",2015,2,24182,1020,FALSE,2010,9,7
"1973","MNRAS",2011,4,24136,1025,FALSE,2009,2,24
"1974","A&A",2003,7,24043,1027,FALSE,2002,2,9
"1975","APJ",2006,2,24074,1027,FALSE,2002,3,31
"1976","A&A",2010,9,24129,1027,FALSE,2002,4,55
"1977","NATUR",2004,11,24059,1029,FALSE,1999,2,61
"1978","NATUR",2011,9,24141,1029,FALSE,1999,3,82
"1979","A&A",2009,12,24120,1031,FALSE,2007,2,31
"1980","A&A",2011,4,24136,1031,FALSE,2007,3,16
"1981","A&A",2012,12,24156,1031,FALSE,2007,4,20
"1982","A&A",2010,7,24127,1035,FALSE,2009,2,11
"1983","A&A",1999,3,23991,1037,FALSE,1997,2,25
"1984","A&A",2000,11,24011,1037,FALSE,1997,3,20
"1985","MNRAS",2001,6,24018,1037,FALSE,1997,4,7
"1986","A&A",2003,11,24047,1037,FALSE,1997,5,29
"1987","A&A",2004,1,24049,1037,FALSE,1997,6,2
"1988","A&A",2004,8,24056,1037,FALSE,1997,7,7
"1989","A&A",2005,5,24065,1037,FALSE,1997,8,9
"1990","A&A",2006,9,24081,1037,FALSE,1997,9,16
"1991","A&A",2006,12,24084,1037,FALSE,1997,10,3
"1992","A&A",2007,10,24094,1037,FALSE,1997,11,10
"1993","A&A",2008,9,24105,1037,FALSE,1997,12,11
"1994","A&A",2009,8,24116,1037,FALSE,1997,13,11
"1995","A&A",2011,8,24140,1037,FALSE,1997,14,24
"1996","ICAR",1982,11,23795,1049,FALSE,1982,2,3
"1997","ICAR",1982,12,23796,1049,FALSE,1982,3,1
"1998","ICAR",1984,4,23812,1049,FALSE,1982,4,16
"1999","ICAR",1984,11,23819,1049,FALSE,1982,5,7
"2000","APJ",1985,4,23824,1049,FALSE,1982,6,5
"2001","A&A",2004,3,24051,1054,FALSE,2002,2,15
"2002","A&A",2006,4,24076,1054,FALSE,2002,3,25
"2003","A&A",2008,8,24104,1054,FALSE,2002,4,28
"2004","A&A",2009,2,24110,1054,FALSE,2002,5,6
"2005","A&A",2010,10,24130,1054,FALSE,2002,6,20
"2006","A&A",2012,4,24148,1054,FALSE,2002,7,18
"2007","A&A",2012,11,24155,1054,FALSE,2002,8,7
"2008","MNRAS",2013,9,24165,1054,FALSE,2002,9,10
"2009","ICAR",1992,2,23906,1057,FALSE,1986,2,68
"2010","AJ",1992,3,23907,1057,FALSE,1986,3,1
"2011","SCI",1996,4,23956,1057,FALSE,1986,4,49
"2012","ICAR",1997,10,23974,1057,FALSE,1986,5,18
"2013","ICAR",2002,5,24029,1057,FALSE,1986,6,55
"2014","ICAR",2015,1,24181,1057,FALSE,1986,7,152
"2015","APJ",1979,11,23759,1061,FALSE,1976,2,46
"2016","APJ",1980,3,23763,1061,FALSE,1976,3,4
"2017","APJ",1980,4,23764,1061,FALSE,1976,4,1
"2018","APJ",1980,5,23765,1061,FALSE,1976,5,1
"2019","APJ",1980,12,23772,1061,FALSE,1976,6,7
"2020","APJ",1981,2,23774,1061,FALSE,1976,7,2
"2021","APJ",1981,6,23778,1061,FALSE,1976,8,4
"2022","APJ",1981,11,23783,1061,FALSE,1976,9,5
"2023","APJ",1982,4,23788,1061,FALSE,1976,10,5
"2024","APJ",1982,7,23791,1061,FALSE,1976,11,3
"2025","APJ",1982,8,23792,1061,FALSE,1976,12,1
"2026","ICAR",1982,9,23793,1061,FALSE,1976,13,1
"2027","ICAR",1983,7,23803,1061,FALSE,1976,14,10
"2028","APJ",1984,2,23810,1061,FALSE,1976,15,7
"2029","NATUR",1984,4,23812,1061,FALSE,1976,16,2
"2030","A&A",2007,8,24092,1063,FALSE,2004,2,36
"2031","APJ",2009,4,24112,1063,FALSE,2004,3,20
"2032","AJ",2009,8,24116,1063,FALSE,2004,4,4
"2033","A&A",2010,11,24131,1063,FALSE,2004,5,15
"2034","A&A",2010,12,24132,1063,FALSE,2004,6,1
"2035","MNRAS",2009,9,24117,1065,FALSE,2008,2,19
"2036","APJ",2010,7,24127,1065,FALSE,2008,3,10
"2037","A&A",2012,1,24145,1065,FALSE,2008,4,18
"2038","A&A",1985,3,23823,1070,FALSE,1984,2,3
"2039","APJ",1985,12,23832,1070,FALSE,1984,3,9
"2040","APJ",1986,3,23835,1070,FALSE,1984,4,3
"2041","NATUR",1988,9,23865,1070,FALSE,1984,5,30
"2042","APJ",1990,5,23885,1070,FALSE,1984,6,20
"2043","APJ",1991,12,23904,1070,FALSE,1984,7,19
"2044","APJ",1992,7,23911,1070,FALSE,1984,8,7
"2045","APJ",1992,11,23915,1070,FALSE,1984,9,4
"2046","APJ",1993,11,23927,1070,FALSE,1984,10,12
"2047","A&A",1995,4,23944,1070,FALSE,1984,11,17
"2048","MNRAS",1999,2,23990,1070,FALSE,1984,12,46
"2049","APJ",2003,10,24046,1072,FALSE,2001,2,30
"2050","APJ",2004,7,24055,1072,FALSE,2001,3,9
"2051","MNRAS",2004,10,24058,1072,FALSE,2001,4,3
"2052","APJ",2005,4,24064,1072,FALSE,2001,5,6
"2053","APJ",2005,7,24067,1072,FALSE,2001,6,3
"2054","MNRAS",2005,11,24071,1072,FALSE,2001,7,4
"2055","MNRAS",2006,3,24075,1072,FALSE,2001,8,4
"2056","MNRAS",2006,9,24081,1072,FALSE,2001,9,6
"2057","MNRAS",2007,6,24090,1072,FALSE,2001,10,9
"2058","APJ",2007,11,24095,1072,FALSE,2001,11,5
"2059","APJ",2007,12,24096,1072,FALSE,2001,12,1
"2060","MNRAS",2008,9,24105,1072,FALSE,2001,13,9
"2061","APJ",2010,8,24128,1072,FALSE,2001,14,23
"2062","MNRAS",2012,1,24145,1072,FALSE,2001,15,17
"2063","A&A",2010,2,24122,1075,FALSE,2009,2,2
"2064","MNRAS",2012,11,24155,1075,FALSE,2009,3,33
"2065","MNRAS",2013,9,24165,1075,FALSE,2009,4,10
"2066","ICAR",1988,3,23859,1078,FALSE,1986,2,16
"2067","ICAR",2012,3,24147,1080,FALSE,2010,2,21
"2068","APJ",1989,11,23879,1083,FALSE,1989,2,2
"2069","A&A",1993,12,23928,1083,FALSE,1989,3,49
"2070","A&A",2008,2,24098,1085,FALSE,2004,2,48
"2071","A&A",2011,3,24135,1085,FALSE,2004,3,37
"2072","APJ",2013,2,24158,1085,FALSE,2004,4,23
"2073","A&A",2013,3,24159,1086,FALSE,2001,2,143
"2074","A&A",2003,4,24040,1089,FALSE,2002,2,7
"2075","A&A",2003,12,24048,1089,FALSE,2002,3,8
"2076","A&A",2004,4,24052,1089,FALSE,2002,4,4
"2077","A&A",2004,10,24058,1089,FALSE,2002,5,6
"2078","A&A",2005,7,24067,1089,FALSE,2002,6,9
"2079","A&A",2005,8,24068,1089,FALSE,2002,7,1
"2080","MNRAS",2005,11,24071,1089,FALSE,2002,8,3
"2081","A&A",2006,9,24081,1089,FALSE,2002,9,10
"2082","SCI",2007,5,24089,1089,FALSE,2002,10,8
"2083","APJ",2007,11,24095,1089,FALSE,2002,11,6
"2084","A&A",2007,12,24096,1089,FALSE,2002,12,1
"2085","A&A",2008,8,24104,1089,FALSE,2002,13,8
"2086","MNRAS",2008,9,24105,1089,FALSE,2002,14,1
"2087","APJ",2009,4,24112,1089,FALSE,2002,15,7
"2088","APJ",2009,12,24120,1089,FALSE,2002,16,8
"2089","A&A",2013,9,24165,1091,FALSE,2013,2,6
"2090","A&A",2014,5,24173,1091,FALSE,2013,3,8
"2091","A&A",2014,9,24177,1091,FALSE,2013,4,4
"2092","A&A",2015,1,24181,1091,FALSE,2013,5,4
"2093","A&A",1986,9,23841,1092,FALSE,1986,2,5
"2094","A&A",1989,2,23870,1092,FALSE,1986,3,29
"2095","A&A",1989,7,23875,1092,FALSE,1986,4,5
"2096","AJ",1990,3,23883,1092,FALSE,1986,5,8
"2097","A&A",1992,8,23912,1092,FALSE,1986,6,29
"2098","A&A",1992,9,23913,1092,FALSE,1986,7,1
"2099","A&A",1993,5,23921,1092,FALSE,1986,8,8
"2100","APJ",2010,1,24121,1095,FALSE,2009,2,6
"2101","APJ",2010,4,24124,1095,FALSE,2009,3,3
"2102","APJ",2010,11,24131,1095,FALSE,2009,4,7
"2103","APJ",2011,4,24136,1095,FALSE,2009,5,5
"2104","A&A",2011,5,24137,1095,FALSE,2009,6,1
"2105","APJ",2011,10,24142,1095,FALSE,2009,7,5
"2106","APJ",2012,4,24148,1095,FALSE,2009,8,6
"2107","APJ",2012,6,24150,1095,FALSE,2009,9,2
"2108","APJ",2009,8,24116,1096,FALSE,2008,2,9
"2109","APJ",2009,10,24118,1096,FALSE,2008,3,2
"2110","APJ",2010,3,24123,1096,FALSE,2008,4,5
"2111","APJ",2010,7,24127,1096,FALSE,2008,5,4
"2112","APJ",2010,12,24132,1096,FALSE,2008,6,5
"2113","APJ",2011,3,24135,1096,FALSE,2008,7,3
"2114","APJ",2012,4,24148,1096,FALSE,2008,8,13
"2115","APJ",2012,6,24150,1096,FALSE,2008,9,2
"2116","APJ",2012,7,24151,1096,FALSE,2008,10,1
"2117","APJ",2012,8,24152,1096,FALSE,2008,11,1
"2118","APJ",2012,9,24153,1096,FALSE,2008,12,1
"2119","APJ",2012,11,24155,1096,FALSE,2008,13,2
"2120","APJ",2013,5,24161,1096,FALSE,2008,14,6
"2121","APJ",2013,12,24168,1096,FALSE,2008,15,7
"2122","APJ",2014,8,24176,1096,FALSE,2008,16,8
"2123","AJ",1990,2,23882,1099,FALSE,1988,2,16
"2124","MNRAS",1991,1,23893,1099,FALSE,1988,3,11
"2125","NATUR",1969,2,23630,1104,FALSE,1964,2,50
"2126","APJ",2006,8,24080,1105,FALSE,2005,2,17
"2127","PASP",2007,7,24091,1105,FALSE,2005,3,11
"2128","APJ",2007,8,24092,1105,FALSE,2005,4,1
"2129","APJ",2008,8,24104,1105,FALSE,2005,5,12
"2130","APJ",2009,2,24110,1105,FALSE,2005,6,6
"2131","APJ",2012,2,24146,1105,FALSE,2005,7,36
"2132","APJ",2012,10,24154,1105,FALSE,2005,8,8
"2133","APJ",2013,7,24163,1105,FALSE,2005,9,9
"2134","AJ",2014,3,24171,1105,FALSE,2005,10,8
"2135","APJ",2014,5,24173,1105,FALSE,2005,11,2
"2136","APJ",2014,8,24176,1105,FALSE,2005,12,3
"2137","MNRAS",2015,2,24182,1105,FALSE,2005,13,6
"2138","AJ",2008,4,24100,1106,FALSE,2006,2,18
"2139","APJ",2009,6,24114,1106,FALSE,2006,3,14
"2140","APJ",2009,11,24119,1106,FALSE,2006,4,5
"2141","APJ",2010,3,24123,1106,FALSE,2006,5,4
"2142","A&A",2010,7,24127,1106,FALSE,2006,6,4
"2143","APJ",2004,9,24057,1108,FALSE,2004,2,5
"2144","MNRAS",2005,9,24069,1108,FALSE,2004,3,12
"2145","MNRAS",2006,7,24079,1108,FALSE,2004,4,10
"2146","MNRAS",2007,2,24086,1108,FALSE,2004,5,7
"2147","MNRAS",2008,1,24097,1108,FALSE,2004,6,11
"2148","MNRAS",2009,9,24117,1108,FALSE,2004,7,20
"2149","MNRAS",2010,8,24128,1108,FALSE,2004,8,11
"2150","MNRAS",2011,6,24138,1108,FALSE,2004,9,10
"2151","MNRAS",2011,7,24139,1108,FALSE,2004,10,1
"2152","MNRAS",2012,5,24149,1108,FALSE,2004,11,10
"2153","APJ",2013,5,24161,1108,FALSE,2004,12,12
"2154","NATUR",2014,5,24173,1108,FALSE,2004,13,12
"2155","MNRAS",2014,9,24177,1108,FALSE,2004,14,4
"2156","A&A",2000,3,24003,1111,FALSE,1999,2,7
"2157","A&A",2000,7,24007,1111,FALSE,1999,3,4
"2158","A&A",2001,7,24019,1111,FALSE,1999,4,12
"2159","A&A",2002,1,24025,1111,FALSE,1999,5,6
"2160","A&A",2002,11,24035,1111,FALSE,1999,6,10
"2161","APJ",2004,8,24056,1111,FALSE,1999,7,21
"2162","APJ",2008,10,24106,1128,FALSE,2007,2,21
"2163","APJ",2009,11,24119,1128,FALSE,2007,3,13
"2164","APJ",2011,9,24141,1128,FALSE,2007,4,22
"2165","APJ",2012,10,24154,1128,FALSE,2007,5,13
"2166","APJ",2013,3,24159,1128,FALSE,2007,6,5
"2167","A&A",1996,3,23955,1132,FALSE,1995,2,9
"2168","APJ",1997,1,23965,1132,FALSE,1995,3,10
"2169","A&A",1997,5,23969,1132,FALSE,1995,4,4
"2170","APJ",1997,11,23975,1132,FALSE,1995,5,6
"2171","APJ",1998,5,23981,1132,FALSE,1995,6,6
"2172","AJ",2000,1,24001,1132,FALSE,1995,7,20
"2173","AJ",2000,8,24008,1132,FALSE,1995,8,7
"2174","A&A",2000,12,24012,1132,FALSE,1995,9,4
"2175","AJ",2001,8,24020,1132,FALSE,1995,10,8
"2176","A&A",2004,12,24060,1132,FALSE,1995,11,40
"2177","A&A",2008,1,24097,1132,FALSE,1995,12,37
"2178","MNRAS",1978,10,23746,1136,FALSE,1976,2,29
"2179","NATUR",1979,6,23754,1136,FALSE,1976,3,8
"2180","APJ",1980,2,23762,1136,FALSE,1976,4,8
"2181","APJ",1981,8,23780,1136,FALSE,1976,5,18
"2182","MNRAS",1983,10,23806,1136,FALSE,1976,6,26
"2183","A&A",1984,1,23809,1136,FALSE,1976,7,3
"2184","MNRAS",1985,10,23830,1136,FALSE,1976,8,21
"2185","MNRAS",1994,10,23938,1136,FALSE,1976,9,108
"2186","MNRAS",2014,2,24170,1137,FALSE,2011,2,35
"2187","AJ",2014,9,24177,1138,FALSE,2014,2,5
"2188","MNRAS",2002,5,24029,1139,FALSE,2001,2,10
"2189","MNRAS",2002,7,24031,1139,FALSE,2001,3,2
"2190","MNRAS",2002,11,24035,1139,FALSE,2001,4,4
"2191","MNRAS",2004,1,24049,1139,FALSE,2001,5,14
"2192","ICAR",2004,9,24057,1139,FALSE,2001,6,8
"2193","ICAR",2006,9,24081,1139,FALSE,2001,7,24
"2194","ICAR",2007,11,24095,1139,FALSE,2001,8,14
"2195","MNRAS",2008,6,24102,1139,FALSE,2001,9,7
"2196","ICAR",2008,7,24103,1139,FALSE,2001,10,1
"2197","A&A",2008,12,24108,1139,FALSE,2001,11,5
"2198","A&A",2009,11,24119,1139,FALSE,2001,12,11
"2199","A&A",2010,6,24126,1139,FALSE,2001,13,7
"2200","ICAR",2011,5,24137,1139,FALSE,2001,14,11
"2201","A&A",2011,11,24143,1139,FALSE,2001,15,6
"2202","ICAR",2012,1,24145,1139,FALSE,2001,16,2
"2203","MNRAS",2015,2,24182,1144,FALSE,2014,2,7
"2204","SCI",1984,6,23814,1147,FALSE,1981,2,35
"2205","MNRAS",2010,4,24124,1148,FALSE,2009,2,13
"2206","MNRAS",2012,6,24150,1148,FALSE,2009,3,26
"2207","MNRAS",2012,10,24154,1148,FALSE,2009,4,4
"2208","MNRAS",2014,10,24178,1148,FALSE,2009,5,24
"2209","APJ",2007,9,24093,1156,FALSE,2006,2,9
"2210","APJ",2009,6,24114,1156,FALSE,2006,3,21
"2211","APJ",2009,9,24117,1156,FALSE,2006,4,3
"2212","APJ",2011,8,24140,1156,FALSE,2006,5,23
"2213","APJ",2012,1,24145,1156,FALSE,2006,6,5
"2214","MNRAS",2013,3,24159,1156,FALSE,2006,7,14
"2215","APJ",2014,2,24170,1156,FALSE,2006,8,11
"2216","APJ",2014,6,24174,1156,FALSE,2006,9,4
"2217","SCI",1975,10,23710,1157,FALSE,1970,2,62
"2218","SCI",1978,1,23737,1157,FALSE,1970,3,27
"2219","APJ",2013,8,24164,1158,FALSE,2012,2,16
"2220","A&A",2014,8,24176,1158,FALSE,2012,3,12
"2221","PASP",2014,9,24177,1158,FALSE,2012,4,1
"2222","MNRAS",2015,7,24187,1158,FALSE,2012,5,10
"2223","AJ",1997,2,23966,1163,FALSE,1993,2,43
"2224","AJ",1998,5,23981,1163,FALSE,1993,3,15
"2225","AJ",1999,9,23997,1163,FALSE,1993,4,16
"2226","SCI",2001,1,24013,1163,FALSE,1993,5,16
"2227","APJ",2002,11,24035,1163,FALSE,1993,6,22
"2228","APJ",2004,5,24053,1163,FALSE,1993,7,18
"2229","AJ",2005,2,24062,1163,FALSE,1993,8,9
"2230","APJ",2007,6,24090,1163,FALSE,1993,9,28
"2231","NATUR",1963,1,23557,1166,FALSE,1962,2,3
"2232","NATUR",1966,6,23598,1166,FALSE,1962,3,41
"2233","APJ",1970,7,23647,1166,FALSE,1962,4,49
"2234","APJ",1974,9,23697,1166,FALSE,1962,5,50
"2235","MNRAS",2007,6,24090,1167,FALSE,2006,2,11
"2236","MNRAS",2007,10,24094,1167,FALSE,2006,3,4
"2237","MNRAS",2008,11,24107,1167,FALSE,2006,4,13
"2238","MNRAS",2009,12,24120,1167,FALSE,2006,5,13
